unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,pca_1,pca_2,tsne_1,tsne_2,final_stage,y_true,y_pred,prob_Stage4,confidence
2,143,0.0001,0.0004,100.0,0.3313253012047994,0.3889252234576048,0.3079000675219454,1.0,0.6763285024154584,0.1969696969699725,0.1615812617786929,0.2678571428571423,0.6481876332622676,0.25,0.1972855815873657,0.3774528664871113,0.4166666666666714,0.5271317829457338,0.7256282794808016,4,2,-0.3138224102990772,-0.0090799391005329,-45.606007,15.3730135,3,3,4,0.70180774,0.70180774
2,168,-0.0026,-0.0003,100.0,0.4036144578313099,0.4994549814693769,0.3673193787981077,1.0,0.7198067632850353,0.2121212121210192,0.1532352149331401,0.2678571428571423,0.6823027718550065,0.2352941176468448,0.1835586747858428,0.4155444401692989,0.25,0.5426356589147296,0.6690140845070403,4,2,-0.2887805813088978,-0.0132579268998595,-38.040947,27.173979,3,3,4,0.55191994,0.55191994
2,171,0.0012,0.0005,100.0,0.3012048192771033,0.3684325267059094,0.4741728561782565,1.0,0.6425120772946968,0.1969696969699725,0.1740105896078247,0.2916666666666678,0.6823027718550065,0.2058823529409892,0.2237072969346698,0.2993459022701046,0.3333333333333357,0.5968992248061973,0.5423916045291364,4,2,-0.281404932009729,0.0199277878932861,-44.341976,0.38278306,3,3,4,0.5223473,0.5223473
2,172,-0.0041,0.0004,100.0,0.2590361445783173,0.4006976237192106,0.2702565833896031,1.0,0.6183574879227081,0.2424242424240219,0.1524275329803472,0.2380952380952372,0.5820895522387985,0.3088235294117112,0.1759211476932591,0.3308964986533311,0.3333333333333357,0.7364341085271313,0.6288318144159035,1,1,-0.3580365191104648,-0.0802321273921778,-37.960068,-6.6996794,4,4,3,0.12136721,0.8740586
2,179,-0.0024,-0.0001,100.0,0.3373493975903727,0.2945280139524797,0.2878122889939227,1.0,0.6457326892109592,0.1969696969699725,0.1761195369290149,0.3095238095238102,0.8081023454157901,0.2205882352941444,0.2099287852203488,0.4667179684494016,0.5,0.5968992248061973,0.6057718862192729,1,2,-0.3138082067867554,0.0318675731519792,-42.52636,9.865373,4,4,3,0.45117643,0.5460766
2,183,-0.0015,-0.0002,100.0,0.4186746987951721,0.3032483104425623,0.4034436191762331,1.0,0.7246376811594217,0.2727272727270247,0.1902090998833401,0.2321428571428576,0.6716417910447774,0.2647058823527004,0.2183403860047477,0.3755290496344727,0.3333333333333357,0.550387596899224,0.6778514222590459,4,2,-0.3039639083654659,-0.0076626096839795,-42.418087,-12.295195,3,3,4,0.54337585,0.54337585
2,192,0.0003,0.0002,100.0,0.2921686746987859,0.4122520165685657,0.3683322079675868,0.0,0.5217391304347814,0.1969696969699725,0.2250291662927352,0.3809523809523831,0.6417910447761273,0.3088235294117112,0.2160697698420932,0.4078491727587519,0.3333333333333357,0.5658914728682127,0.5671085335542685,1,3,-0.2295105955774451,0.2700614314815904,-2.534376,68.44971,4,4,3,0.1310492,0.85856575
2,217,0.0023,0.0005,100.0,0.6295180722891587,0.3067364290385868,0.4341661039837952,1.0,0.5426731078905078,0.3030303030300274,0.1766579915642125,0.3928571428571423,0.5543710021321857,0.294117647058556,0.2506966663226393,0.6667949211235111,0.3333333333333357,0.6201550387596875,0.5131179232256287,0,1,0.0490573876101692,-0.0131065503975003,21.24849,-15.986384,2,2,3,0.0017051216,0.6111344
2,225,0.0014,-0.0,100.0,0.4427710843373234,0.4262044909526921,0.4662390276839971,1.0,0.6618357487922708,0.3333333333330301,0.2152472404199983,0.4880952380952408,0.5628997867803918,0.397058823529278,0.2633398699556224,0.4263178145440562,0.4166666666666714,0.4728682170542626,0.4346865506766093,0,4,0.0745340184123796,0.0101861559999225,8.149453,2.9235537,2,2,3,0.00086980243,0.5112671
2,226,-0.0018,0.0002,100.0,0.6084337349397799,0.6535862219315476,0.449864956110737,1.0,0.5797101449275459,0.2272727272729753,0.1876065691465527,0.3630952380952408,0.6183368869936032,0.3382352941175668,0.2243265558881191,0.5752212389380489,0.5,0.5348837209302282,0.6397404032035396,0,1,0.0818267060741045,0.0509378678216378,24.188654,-6.2145214,2,2,3,0.0024360912,0.6240457
