unit,time,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,kmeans_cluster,agglo_cluster,pca_1,pca_2,tsne_1,tsne_2,final_stage,y_true,y_pred,prob_stage4,confidence,prob_Stage4
8,29,0.0046,0.0001,100.0,0.377049180327873,0.5014679976512042,0.441341653666143,1.0,0.1786398467432945,0.7647058823527004,0.1121227526921444,0.3333333333333357,0.3714285714285772,0.1930718288334141,0.6904761904763745,0.1515167391418188,0.6108160309029458,0.4545454545454532,0.3988095238095219,0.4110770943501265,4,4,-0.1290091642455222,0.128592201548037,3.896726,23.242859,4,4,3,0.47553742375058117,0.7168773309058467,0.7168773309058467
20,27,0.0002,-0.0,100.0,0.2903981264637139,0.4771971031513047,0.3321372854914166,0.9375,0.3577586206896583,0.647058823529278,0.1799694966954774,0.3333333333333357,0.2285714285714313,0.3000509424350461,0.6488095238096321,0.2119243464137881,0.5497344278126519,0.2727272727272734,0.4464285714285694,0.5431858242879706,4,2,-0.1010021513333412,-0.2139664578848067,0.121913075,-39.896946,4,4,2,0.3361184933490714,0.637602575589572,0.637602575589572
20,35,0.0007,-0.0004,100.0,0.3138173302107532,0.2387942845958122,0.3767550702028082,0.9375,0.2643678160919549,0.694117647058647,0.1837130840689553,0.3333333333333357,0.2971428571428589,0.3163525216505363,0.6309523809522943,0.2158013307486754,0.524384355383873,0.3636363636363668,0.4999999999999964,0.5389182670006498,4,1,-0.1005728176647322,-0.2020176517762739,10.8273325,-23.30695,4,4,2,0.38245671853780056,0.6083006914469455,0.6083006914469455
20,50,-0.0031,0.0002,100.0,0.3114754098360492,0.3309845370914104,0.3146645865834614,0.9375,0.3295019157088141,0.6294117647057647,0.1924019041456759,0.3333333333333357,0.2285714285714313,0.3000509424350461,0.625,0.2077330119976892,0.5468372766779339,0.2727272727272734,0.5714285714285694,0.5122924204471673,4,1,-0.1288660679499766,-0.2820622093257016,-7.0707226,-28.20827,4,4,2,0.2215472040541773,0.7690712226033655,0.7690712226033655
20,89,0.0012,0.0003,100.0,0.2435597189695499,0.3899001761597205,0.3017160686427473,0.9375,0.242816091954019,0.6705882352939625,0.1729907103572543,0.3333333333333357,0.2628571428571433,0.2934284258787549,0.6428571428573377,0.2053229947084389,0.5837759536455813,0.3636363636363668,0.6249999999999964,0.5294554225809449,4,2,-0.1172290728515474,-0.2357791567682702,8.13331,-15.598871,4,4,2,0.5043195481638422,0.7520088315563039,0.7520088315563039
20,100,0.0002,-0.0002,100.0,0.257611241217802,0.4055588177725582,0.3156006240249596,0.9375,0.2696360153256698,0.647058823529278,0.1666127466839242,0.3333333333333357,0.360000000000003,0.2847682119205288,0.6547619047621538,0.2141247969822401,0.5760502172863369,0.3636363636363668,0.6011904761904745,0.4673902959458225,4,2,-0.0919849733617999,-0.1655519525120091,4.7539244,-6.239217,4,4,2,0.4134218358309226,0.6465635609177853,0.6465635609177853
20,102,-0.0019,-0.0004,100.0,0.4355971896955566,0.329418672930128,0.3029641185647413,0.9375,0.3002873563218386,0.6117647058822513,0.1660119240190383,0.3333333333333357,0.1657142857142872,0.3041263372389196,0.6488095238096321,0.2285325090375636,0.4297440849831027,0.1818181818181798,0.5059523809523796,0.602746080341408,4,1,-0.1338592274941568,-0.3477501195292537,-13.0130825,-30.450554,4,4,2,0.2929672615940499,0.7822190432348216,0.21759047444389387
20,123,0.0004,0.0002,100.0,0.3536299765808053,0.3940105695830915,0.3266770670826844,0.9375,0.2380268199233732,0.6705882352939625,0.1689698202153735,0.3333333333333357,0.2514285714285762,0.3127865511971457,0.6428571428573377,0.2167443809922957,0.4973442781265085,0.3636363636363668,0.4821428571428541,0.5302903794415066,4,2,-0.1022467960915471,-0.1838474831321676,14.0868225,-20.809801,4,4,2,0.4953047373021289,0.7847100450225489,0.7847100450225489
20,138,0.0027,-0.0003,100.0,0.2927400468384178,0.2317478958700363,0.3907956318252701,0.9375,0.3261494252873547,0.6588235294116203,0.1782594629569658,0.3333333333333357,0.2971428571428589,0.2878247580234294,0.6488095238096321,0.2107193377691558,0.5321100917431174,0.3636363636363668,0.4821428571428541,0.5368772613414983,4,1,-0.1006989055505027,-0.2041733536550446,10.719812,-23.293793,4,4,2,0.3127221916184498,0.6351474212336802,0.6351474212336802
24,318,-0.0016,-0.0002,100.0,0.2529274004683657,0.5012722646310444,0.1940717628705144,0.75,0.2461685823754784,0.6411764705881069,0.1499283634514938,0.3333333333333357,0.240000000000002,0.2007131940906781,0.625,0.2140724053020335,0.4299855142443292,0.4545454545454532,0.5595238095238066,0.5256517302161612,4,1,-0.1251469084216847,-0.2758793236036173,-7.4670835,-80.39837,4,4,2,0.8873566592758039,0.7577132537399306,0.7577132537399306
24,337,0.0005,0.0004,100.0,0.2482435597189578,0.3258954785672365,0.3834633385335415,0.8125,0.2662835249042139,0.7000000000000455,0.1753940010167767,0.3333333333333357,0.3257142857142874,0.2689760570555251,0.625,0.2102478126473528,0.529695799130856,0.3636363636363668,0.553571428571427,0.5066332683922461,4,2,-0.097962579143636,-0.2066416622762974,-3.6885402,-65.986626,4,4,2,0.4162126878806244,0.5515459022036895,0.44824470245820575
24,343,0.0019,-0.0003,100.0,0.2857142857142776,0.3973380309258161,0.2422776911076418,0.75,0.301724137931032,0.6647058823530188,0.1825576558672637,0.3333333333333357,0.1714285714285743,0.2429954151808431,0.636904761904816,0.2369151778697471,0.4616127474649936,0.4545454545454532,0.4761904761904745,0.5403098617682538,4,1,-0.118148850563817,-0.2821643057009275,-17.168262,-78.392876,4,4,2,0.5580384049195611,0.6120681395145894,0.6120681395145894
24,347,-0.0006,-0.0003,100.0,0.2505854800936617,0.3552554315913099,0.4138845553822143,0.75,0.2567049808429118,0.6529411764706765,0.210103064195593,0.3333333333333357,0.3257142857142874,0.2873153336729466,0.6130952380954113,0.2336145020170761,0.469338483824238,0.2727272727272734,0.4702380952380913,0.5432785972724758,4,1,-0.1032725843489588,-0.237265762789263,-16.125044,-54.18852,4,4,2,0.5792172697024244,0.7305766285222681,0.7305766285222681
31,1,0.0005,-0.0004,100.0,0.4637002341920322,0.5323938148365635,0.3390015600623997,1.0,0.1647509578544053,0.7294117647056737,0.0837454360586065,0.3333333333333357,0.360000000000003,0.2073357106469693,0.7261904761905953,0.1031068266359227,0.7124577498792846,0.4545454545454532,0.4047619047619015,0.4559792188514713,4,2,-0.1617940075707971,0.1349667073166205,-18.027718,33.678047,4,4,3,0.5831118294117023,0.6656236143543709,0.6656236143543709
49,21,0.0022,0.0002,100.0,0.2435597189695499,0.5147778430221166,0.2689547581903255,0.9375,0.2734674329501949,0.6529411764706765,0.1771964690114131,0.3333333333333357,0.302857142857146,0.2699949057564978,0.6488095238096321,0.190967674333315,0.5441815548044424,0.2727272727272734,0.5476190476190474,0.58270711568791,4,2,-0.1087231035955271,-0.2369565790101179,-8.196082,-33.908226,4,4,2,0.4155240574007649,0.5197908713619277,0.5197908713619277
49,30,-0.0013,0.0,100.0,0.3606557377049171,0.3251125464865936,0.2193447737909508,0.9375,0.2921455938697335,0.6588235294116203,0.1759486065535824,0.3333333333333357,0.2228571428571442,0.2649006622516552,0.6428571428573377,0.2373343113113577,0.4741670690487716,0.1818181818181798,0.5833333333333286,0.5939326468132471,4,1,-0.1508295552885774,-0.3718880550192929,-14.29385,-30.819983,4,4,2,0.33843737446862776,0.760710395029169,0.760710395029169
49,42,-0.0017,0.0001,100.0,0.2740046838407295,0.353689567430024,0.4015600624024955,0.9375,0.3242337164750957,0.6647058823530188,0.1768267319868712,0.3333333333333357,0.3257142857142874,0.3010697911360118,0.6428571428573377,0.2123434798553987,0.5659101883148274,0.2727272727272734,0.5238095238095184,0.4848316170331195,4,2,-0.0961141090275103,-0.1817386160828545,-1.9051737,-33.057446,4,4,2,0.16742440764354682,0.774217347173799,0.774217347173799
49,45,-0.0002,0.0005,100.0,0.2927400468384178,0.2331180270111588,0.2656786271450855,0.9375,0.2950191570881202,0.6588235294116203,0.1661043582751773,0.3333333333333357,0.3828571428571443,0.2959755476311798,0.6488095238096321,0.1888720071252621,0.536455818445198,0.2727272727272734,0.5595238095238066,0.5703683087484954,4,2,-0.1194347199312386,-0.2769063504880332,4.116742,-27.113049,4,4,2,0.2965439967312892,0.6039882127006598,0.39577113633664734
49,50,-0.0015,-0.0001,100.0,0.2599531615925059,0.4235662556273247,0.3051482059282335,0.9375,0.2931034482758612,0.6352941176469358,0.1690622544715054,0.3333333333333357,0.2857142857142882,0.2623535404992339,0.6785714285715585,0.1996123015665034,0.5386286817962365,0.2727272727272734,0.6011904761904745,0.5193431672696924,4,2,-0.1156301151067804,-0.250681951792836,-6.03511,-28.006927,4,4,2,0.47755268016142993,0.6293539663959861,0.6293539663959861
49,52,-0.0009,0.0001,100.0,0.1943793911006821,0.3274613427285189,0.3861154446177828,0.9375,0.277777777777775,0.6823529411763047,0.1968849655682376,0.3333333333333357,0.2514285714285762,0.2903718797758543,0.625,0.2320427516110399,0.521487204249155,0.2727272727272734,0.5952380952380949,0.5211986269598299,4,2,-0.1204515039469409,-0.2819573812773244,-4.9519405,-24.980896,4,4,2,0.15154599326688173,0.7412759302401656,0.7412759302401656
49,53,0.0021,0.0002,100.0,0.3372365339578209,0.4527304756312418,0.1879875195007798,0.875,0.2782567049808406,0.6117647058822513,0.170587419697739,0.3333333333333357,0.2800000000000011,0.2898624554253715,0.6607142857144481,0.203227327500393,0.5738773539352984,0.2727272727272734,0.5952380952380949,0.5754708228963707,4,2,-0.1248198326742637,-0.2884489118730805,-18.367928,-28.663239,4,4,2,0.43086420644482776,0.6248314897094362,0.3749616440484553
49,81,-0.0015,0.0003,100.0,0.2622950819672098,0.2887062047367408,0.3021840873634964,0.875,0.2811302681992345,0.6588235294116203,0.2020150667837512,0.3333333333333357,0.3657142857142865,0.2939378502292378,0.636904761904816,0.1995075182061043,0.5313858039594415,0.1818181818181798,0.6011904761904745,0.5458762408386661,4,1,-0.1278009091095637,-0.3099199249800599,-19.21591,-37.14225,4,4,2,0.27931618758371335,0.6722273122520076,0.6722273122520076
49,108,-0.004,-0.0003,100.0,0.2810304449648697,0.3454687805832854,0.3148205928237111,0.875,0.2863984674329529,0.6529411764706765,0.1711882423626178,0.3333333333333357,0.3200000000000038,0.3010697911360118,0.6488095238096321,0.2246555247026762,0.5651859005311444,0.3636363636363668,0.5416666666666643,0.5118285555246302,4,2,-0.0981075108613023,-0.2057231927892692,0.035790715,-60.160976,4,4,2,0.1674092501151508,0.5768315174289155,0.42298082118000474
