unit,time,y_true,y_pred,prob_stage4,confidence
13,18,Stage 1,Stage 4,0.97569174,0.97569174
19,107,Stage 3,Stage 2,0.00060768053,0.65349823
19,112,Stage 3,Stage 2,0.00040403506,0.9951963
19,125,Stage 3,Stage 2,0.0008650045,0.68680805
19,132,Stage 3,Stage 2,0.0008771248,0.52949685
19,133,Stage 2,Stage 3,0.00083222345,0.72184986
19,138,Stage 2,Stage 3,0.0010880927,0.6204607
19,142,Stage 3,Stage 2,0.0009951158,0.53660876
19,146,Stage 3,Stage 2,0.0009251943,0.511512
19,149,Stage 2,Stage 3,0.0007969735,0.5988519
19,151,Stage 2,Stage 3,0.0007636369,0.66874546
19,154,Stage 2,Stage 3,0.00042428664,0.88441294
19,199,Stage 3,Stage 0,0.00040520504,0.9017443
19,206,Stage 0,Stage 3,0.0008579795,0.53853583
24,315,Stage 2,Stage 4,0.75058335,0.75058335
24,335,Stage 4,Stage 2,0.46964684,0.5281441
24,337,Stage 4,Stage 2,0.27935687,0.7189149
24,340,Stage 2,Stage 4,0.8075166,0.8075166
24,342,Stage 2,Stage 4,0.9413614,0.9413614
24,344,Stage 2,Stage 4,0.82762575,0.82762575
24,345,Stage 4,Stage 2,0.4370563,0.56065583
24,347,Stage 4,Stage 2,0.31952086,0.6781574
24,348,Stage 2,Stage 4,0.8273917,0.8273917
24,350,Stage 2,Stage 4,0.9073562,0.9073562
24,354,Stage 4,Stage 2,0.24201371,0.75572854
24,356,Stage 4,Stage 2,0.30859256,0.68895274
24,414,Stage 3,Stage 2,0.00066128024,0.9895315
24,417,Stage 2,Stage 3,0.001264234,0.5245409
24,418,Stage 2,Stage 3,0.0010414755,0.6299975
24,421,Stage 3,Stage 2,0.0011457953,0.61462367
24,424,Stage 2,Stage 3,0.0014475639,0.5205801
24,425,Stage 3,Stage 2,0.0014408071,0.6194923
24,427,Stage 2,Stage 3,0.0036433337,0.7332467
24,457,Stage 3,Stage 0,0.00021510397,0.97761905
24,459,Stage 0,Stage 3,0.0020001808,0.57125807
24,460,Stage 3,Stage 0,0.0006996437,0.5136471
24,464,Stage 0,Stage 3,0.0015494133,0.8260954
31,17,Stage 4,Stage 1,0.39397997,0.60392874
31,21,Stage 4,Stage 1,0.33901688,0.65900385
31,24,Stage 4,Stage 1,0.092122026,0.9067738
31,35,Stage 4,Stage 1,0.18177702,0.81668454
31,57,Stage 4,Stage 1,0.026570221,0.972629
44,5,Stage 4,Stage 1,0.023856282,0.97440785
44,39,Stage 1,Stage 4,0.70220345,0.70220345
57,6,Stage 2,Stage 4,0.72097075,0.72097075
57,11,Stage 2,Stage 4,0.5061322,0.5061322
57,22,Stage 4,Stage 2,0.42576912,0.5716941
57,24,Stage 4,Stage 2,0.2318683,0.76559275
57,26,Stage 4,Stage 2,0.38109264,0.61630356
57,28,Stage 4,Stage 2,0.29919392,0.6986112
57,30,Stage 4,Stage 2,0.104910456,0.89366907
57,31,Stage 4,Stage 2,0.085212044,0.9131545
57,33,Stage 4,Stage 2,0.27302173,0.7232577
57,34,Stage 4,Stage 2,0.07111334,0.9272837
57,41,Stage 4,Stage 2,0.06084315,0.9377628
57,56,Stage 4,Stage 2,0.1398241,0.8588605
57,141,Stage 3,Stage 2,0.0009902661,0.78094566
57,145,Stage 3,Stage 2,0.001069144,0.5739115
57,148,Stage 2,Stage 3,0.0009992279,0.51145566
57,149,Stage 3,Stage 2,0.0011829007,0.7593237
57,150,Stage 3,Stage 2,0.0032035452,0.8567076
57,153,Stage 3,Stage 2,0.0009249456,0.61689186
57,154,Stage 3,Stage 2,0.00079418026,0.80870277
57,157,Stage 2,Stage 3,0.00067804736,0.5953264
57,160,Stage 2,Stage 3,0.0010039108,0.5964235
57,161,Stage 3,Stage 2,0.000721673,0.57607377
57,194,Stage 3,Stage 0,0.00027622035,0.9185249
60,105,Stage 2,Stage 4,0.87988067,0.87988067
60,113,Stage 2,Stage 4,0.6243863,0.6243863
60,116,Stage 2,Stage 4,0.62532914,0.62532914
60,121,Stage 2,Stage 4,0.5863568,0.5863568
60,122,Stage 2,Stage 4,0.6521814,0.6521814
60,155,Stage 3,Stage 2,0.00095999707,0.6462537
60,176,Stage 3,Stage 0,0.00020179446,0.9747764
62,128,Stage 2,Stage 4,0.60651106,0.60651106
