unit,time,y_true,y_pred,prob_stage4,confidence
10,83,Stage 1,Stage 4,0.5089246771749514,0.5089246771749514
10,88,Stage 1,Stage 4,0.6369708388820935,0.6369708388820935
10,104,Stage 1,Stage 4,0.5743297561479853,0.5743297561479853
10,114,Stage 1,Stage 4,0.6373373476422202,0.6373373476422202
10,124,Stage 1,Stage 4,0.5233358663268047,0.5233358663268047
10,125,Stage 1,Stage 4,0.6513261775966431,0.6513261775966431
10,126,Stage 4,Stage 1,0.28234756085174284,0.7147394735173485
10,128,Stage 4,Stage 1,0.27487732377736357,0.7219628977965662
10,134,Stage 1,Stage 4,0.510719225776396,0.510719225776396
10,137,Stage 4,Stage 1,0.1151754401400393,0.8844471984319612
10,138,Stage 4,Stage 1,0.31314525920196795,0.6833716137247042
10,139,Stage 4,Stage 1,0.17127470884421503,0.8278527444674895
10,143,Stage 1,Stage 4,0.5225373618461092,0.5225373618461092
10,144,Stage 4,Stage 1,0.4754518073422527,0.5145182040910945
10,145,Stage 4,Stage 1,0.2089893848608242,0.7896038886555005
10,147,Stage 4,Stage 1,0.4934058504671621,0.49548083912040813
10,154,Stage 1,Stage 4,0.5696451746923414,0.5696451746923414
10,155,Stage 4,Stage 0,0.4103941933042538,0.5652937262842826
10,160,Stage 4,Stage 0,0.4161151016551846,0.5454153812439893
10,165,Stage 4,Stage 0,0.3830240930229669,0.5915661477747666
10,174,Stage 4,Stage 0,0.3580930772112624,0.6106622237323079
10,178,Stage 4,Stage 0,0.06062868274922429,0.7250714952585192
10,182,Stage 0,Stage 4,0.765387361112852,0.765387361112852
10,190,Stage 0,Stage 2,0.00031876942736458816,0.5307214765181199
10,193,Stage 0,Stage 2,0.00018448527048023697,0.7367761677956695
10,195,Stage 0,Stage 3,0.0030431860289687625,0.34157416821364145
10,196,Stage 0,Stage 3,0.00019355460263067526,0.5946192208993576
10,201,Stage 0,Stage 2,0.002205533348301721,0.445552996139091
10,206,Stage 2,Stage 3,7.164768087557543e-05,0.4752803335418196
10,208,Stage 2,Stage 3,4.100896671131557e-05,0.6401174141543373
10,210,Stage 2,Stage 3,9.068745268452094e-05,0.5518766240463864
10,213,Stage 2,Stage 3,3.3214021315659637e-07,0.5778473875996829
10,214,Stage 2,Stage 3,2.772314931142544e-06,0.6144934601704263
10,215,Stage 2,Stage 3,1.9116129548847757e-06,0.7904101344811146
10,219,Stage 2,Stage 3,5.215797626063544e-07,0.7204526218915162
10,220,Stage 2,Stage 3,1.306691872741103e-05,0.521141826989608
10,221,Stage 2,Stage 3,4.122195230209397e-10,0.8279963899860058
10,222,Stage 2,Stage 3,1.205478631764979e-08,0.5128729616118154
12,5,Stage 4,Stage 0,0.3155661257702425,0.6349428544340898
12,9,Stage 4,Stage 1,0.49035900566945656,0.5010961012171148
12,11,Stage 4,Stage 0,0.13851399408006915,0.777275268368943
12,12,Stage 4,Stage 0,0.2996360782294887,0.6607358725976807
12,29,Stage 4,Stage 0,0.3846868347360477,0.5845133967211651
12,32,Stage 0,Stage 4,0.548204014168436,0.548204014168436
12,34,Stage 0,Stage 4,0.6005833109952522,0.6005833109952522
12,51,Stage 4,Stage 0,0.316174301392329,0.6249431120410316
12,53,Stage 0,Stage 4,0.7681661830176153,0.7681661830176153
12,65,Stage 4,Stage 0,0.4153253734290289,0.5263884289386502
12,66,Stage 0,Stage 4,0.581207391265096,0.581207391265096
12,74,Stage 4,Stage 0,0.38456424081905655,0.5858758726096407
12,79,Stage 4,Stage 0,0.44283633884254436,0.5395895499005287
12,84,Stage 0,Stage 4,0.5709656487584676,0.5709656487584676
12,89,Stage 4,Stage 0,0.23104688594494996,0.7235202738990684
12,94,Stage 0,Stage 4,0.5599939348120517,0.5599939348120517
