unit,time,y_true,y_pred,prob_stage4,confidence
10,83,Stage 1,Stage 4,0.7169924367681962,0.7169924367681962
10,88,Stage 1,Stage 4,0.8334701456075307,0.8334701456075307
10,104,Stage 1,Stage 4,0.7388453305156921,0.7388453305156921
10,114,Stage 1,Stage 4,0.8545197313326264,0.8545197313326264
10,124,Stage 1,Stage 4,0.6136150822589911,0.6136150822589911
10,125,Stage 1,Stage 4,0.8889008213136547,0.8889008213136547
10,126,Stage 4,Stage 1,0.1649872862496251,0.8344483275690443
10,128,Stage 4,Stage 1,0.2374637212279206,0.7613814657604809
10,134,Stage 1,Stage 4,0.6135399816766246,0.6135399816766246
10,137,Stage 4,Stage 1,0.05683967377996212,0.9413090823579947
10,138,Stage 4,Stage 1,0.2613720242294939,0.7373158367052103
10,139,Stage 4,Stage 1,0.08147089935682424,0.9174578774996336
10,143,Stage 1,Stage 4,0.5892985785206379,0.5892985785206379
10,145,Stage 4,Stage 1,0.12575375787776813,0.872461245537332
10,147,Stage 4,Stage 1,0.5733380150852524,0.5733380150852524
10,154,Stage 1,Stage 4,0.7368930360539319,0.7368930360539319
10,155,Stage 4,Stage 0,0.3972247871941426,0.5922545827458477
10,160,Stage 4,Stage 0,0.38746821893683697,0.6018285452780313
10,165,Stage 4,Stage 0,0.35163954249526,0.6382517773342553
10,174,Stage 4,Stage 0,0.2572073105870361,0.7317170480931843
10,178,Stage 4,Stage 0,0.005526348989373252,0.9675238248474558
10,182,Stage 0,Stage 4,0.9458302125751121,0.9458302125751121
10,190,Stage 0,Stage 2,0.003156845443427231,0.46718391459078273
10,193,Stage 0,Stage 2,0.0034486920689764384,0.6045266002537941
10,195,Stage 0,Stage 2,0.0017033302623996143,0.5797349047275214
10,196,Stage 0,Stage 3,0.0009457398230531728,0.7208078956819531
10,201,Stage 0,Stage 2,0.0024837335527660553,0.5171877578407371
10,204,Stage 2,Stage 3,0.0005323049309939695,0.5829733345320223
10,206,Stage 2,Stage 3,0.0010040706249799585,0.6170692099701008
10,208,Stage 2,Stage 3,0.00044743002448886706,0.7842269182014007
10,209,Stage 2,Stage 0,0.004467039280058355,0.763998417604158
10,210,Stage 2,Stage 3,0.0011301413889484766,0.691215267168565
10,213,Stage 2,Stage 3,0.0019968549907050893,0.6767143341140978
10,214,Stage 2,Stage 3,0.0007879595145030542,0.7222646054182517
10,215,Stage 2,Stage 3,0.0022888331808244445,0.7657879941109982
10,216,Stage 2,Stage 3,0.00040208759598600943,0.5815054237120258
10,219,Stage 2,Stage 3,0.0008571727527500729,0.8007006905493154
10,220,Stage 2,Stage 3,0.0003964387114522689,0.6674038917727997
10,221,Stage 2,Stage 3,0.023709344563126625,0.7217511472751089
12,5,Stage 4,Stage 0,0.19412864181387118,0.7933972972139534
12,11,Stage 4,Stage 0,0.03051974390118521,0.952829252906804
12,12,Stage 4,Stage 0,0.21435864956716177,0.7737057673185855
12,29,Stage 4,Stage 0,0.3292559325318123,0.6596171907954299
12,32,Stage 0,Stage 4,0.718585094413036,0.718585094413036
12,34,Stage 0,Stage 4,0.7521458110051945,0.7521458110051945
12,51,Stage 4,Stage 0,0.25927369823593094,0.7217944472533188
12,53,Stage 0,Stage 4,0.9599743758007699,0.9599743758007699
12,65,Stage 4,Stage 0,0.454989440897014,0.5301541670054448
12,66,Stage 0,Stage 4,0.7317234455661764,0.7317234455661764
12,74,Stage 4,Stage 0,0.29778059732325035,0.6924806525995703
12,79,Stage 4,Stage 0,0.44619489980480104,0.5428297513778074
12,84,Stage 0,Stage 4,0.7167707759125364,0.7167707759125364
12,89,Stage 4,Stage 0,0.10865241754442415,0.8733872368812045
12,94,Stage 0,Stage 4,0.6605852492943237,0.6605852492943237
12,118,Stage 0,Stage 2,0.004566104919709064,0.6118360279655377
12,122,Stage 0,Stage 2,0.0027175115341060876,0.519470393021842
12,125,Stage 0,Stage 2,0.0036714336726139094,0.6983881650301814
12,126,Stage 0,Stage 2,0.0016863498881559533,0.7198062878839453
12,128,Stage 0,Stage 3,0.0015400398872680615,0.6570509505282485
12,129,Stage 0,Stage 2,0.0005180205213796028,0.5977467260205687
12,130,Stage 0,Stage 2,0.00897188168150287,0.3831043785269241
