unit,time,y_true,y_pred,prob_stage4,confidence
13,18,Stage 1,Stage 4,0.8045494520195562,0.8045494520195562
13,68,Stage 1,Stage 4,0.5208917410262145,0.5208917410262145
13,90,Stage 1,Stage 4,0.6882415727193814,0.6882415727193814
19,98,Stage 2,Stage 3,0.00042559250558285393,0.5877907908851312
19,107,Stage 3,Stage 2,0.0012139952329317176,0.6421732530711594
19,112,Stage 3,Stage 2,0.003040814095654612,0.8473037221740862
19,123,Stage 2,Stage 3,0.00031630779425212874,0.5977228975485587
19,125,Stage 3,Stage 2,0.00040791818480720264,0.692697259642472
19,129,Stage 2,Stage 3,0.00018446870424169775,0.6223745273158222
19,133,Stage 2,Stage 3,2.7612202361669996e-05,0.7692296150863044
19,138,Stage 2,Stage 3,8.09337639423225e-05,0.5962004128960245
19,143,Stage 2,Stage 3,7.562308502865864e-05,0.6780534461403612
19,149,Stage 2,Stage 3,2.016938803285201e-05,0.8297924084614378
19,150,Stage 2,Stage 3,6.504822057708506e-05,0.5929807449550794
19,151,Stage 2,Stage 3,5.9562306115610226e-05,0.6681900566852128
19,154,Stage 2,Stage 3,1.5963292212259065e-05,0.7124949278108476
19,199,Stage 3,Stage 0,1.3469474909412254e-12,0.7061825868932958
19,206,Stage 0,Stage 3,5.293354965460682e-12,0.5283524973447948
24,315,Stage 2,Stage 4,0.6174963704298053,0.6174963704298053
24,335,Stage 4,Stage 2,0.3585525942898999,0.6365914507602327
24,337,Stage 4,Stage 2,0.39793036180804675,0.5665329144031068
24,340,Stage 2,Stage 4,0.5404522822933063,0.5404522822933063
24,342,Stage 2,Stage 4,0.6714123334233995,0.6714123334233995
24,343,Stage 4,Stage 2,0.47998044710313814,0.5180813662136392
24,344,Stage 2,Stage 4,0.5653509701164132,0.5653509701164132
24,347,Stage 4,Stage 2,0.43009801403964276,0.5463037681471155
24,348,Stage 2,Stage 4,0.6206214977723504,0.6206214977723504
24,350,Stage 2,Stage 4,0.6369045561488224,0.6369045561488224
24,354,Stage 4,Stage 2,0.3818061852615478,0.5631039250274175
24,355,Stage 4,Stage 2,0.3693458052250527,0.6282765685190479
24,356,Stage 4,Stage 2,0.36802751189292965,0.6248913765963411
24,406,Stage 2,Stage 3,0.0003383934832410646,0.5052075477658119
24,410,Stage 2,Stage 3,0.0003609580965425959,0.5898859070637134
24,413,Stage 2,Stage 3,0.00016701863506370475,0.5328061806327767
24,414,Stage 3,Stage 2,0.0010794812076805203,0.5803195410120175
24,415,Stage 2,Stage 3,0.00023763046409272737,0.5494107661771233
24,417,Stage 2,Stage 3,4.028071729421447e-05,0.7246346325819178
24,418,Stage 2,Stage 3,3.763163073832978e-05,0.8176991625779299
24,424,Stage 2,Stage 3,0.00010466745158932925,0.5736944318467542
24,427,Stage 2,Stage 3,0.00012761417694817973,0.616268865818848
24,455,Stage 3,Stage 0,2.168715692343274e-11,0.542454346618071
24,457,Stage 3,Stage 0,3.76931160492199e-12,0.6294044799667379
24,460,Stage 3,Stage 0,1.0396235841512853e-11,0.6113670256039027
24,464,Stage 0,Stage 3,2.9765142268071676e-11,0.6619971093087155
31,17,Stage 4,Stage 1,0.37934250184331236,0.5581912890033675
