unit,time,y_true,y_pred,prob_stage4,confidence
2,201,Stage 4,Stage 2,0.4189099,0.57817835
2,254,Stage 4,Stage 2,0.4189099,0.57817835
2,277,Stage 2,Stage 4,0.82593554,0.82593554
4,199,Stage 4,Stage 2,0.27414653,0.7232379
4,223,Stage 4,Stage 2,0.4189099,0.57817835
4,228,Stage 4,Stage 2,0.27414653,0.7232379
4,232,Stage 2,Stage 4,0.6358683,0.6358683
4,237,Stage 4,Stage 2,0.4189099,0.57817835
4,251,Stage 2,Stage 4,0.7870853,0.7870853
4,258,Stage 4,Stage 2,0.4189099,0.57817835
11,140,Stage 2,Stage 4,0.82593554,0.82593554
11,155,Stage 2,Stage 4,0.82871675,0.82871675
11,175,Stage 2,Stage 4,0.8643138,0.8643138
11,213,Stage 2,Stage 4,0.82593554,0.82593554
11,239,Stage 2,Stage 4,0.50601697,0.50601697
11,259,Stage 2,Stage 4,0.6044867,0.6044867
11,265,Stage 2,Stage 4,0.6358683,0.6358683
11,281,Stage 4,Stage 2,0.4189099,0.57817835
11,282,Stage 2,Stage 4,0.50601697,0.50601697
11,296,Stage 2,Stage 4,0.50601697,0.50601697
12,248,Stage 2,Stage 4,0.989726,0.989726
12,254,Stage 2,Stage 4,0.9070184,0.9070184
12,265,Stage 2,Stage 4,0.82593554,0.82593554
15,179,Stage 2,Stage 4,0.99297184,0.99297184
15,182,Stage 2,Stage 4,0.82593554,0.82593554
15,221,Stage 2,Stage 4,0.50601697,0.50601697
15,223,Stage 2,Stage 4,0.6358683,0.6358683
31,21,Stage 4,Stage 2,0.4189099,0.57817835
31,151,Stage 2,Stage 4,0.97890157,0.97890157
31,165,Stage 4,Stage 2,0.18024345,0.81743985
31,185,Stage 2,Stage 4,0.82871675,0.82871675
31,190,Stage 2,Stage 4,0.63962024,0.63962024
31,207,Stage 4,Stage 2,0.4189099,0.57817835
32,168,Stage 4,Stage 2,0.4189099,0.57817835
32,183,Stage 2,Stage 4,0.8215063,0.8215063
32,202,Stage 2,Stage 4,0.7085129,0.7085129
41,33,Stage 2,Stage 4,0.6358683,0.6358683
41,113,Stage 2,Stage 4,0.50601697,0.50601697
41,141,Stage 2,Stage 4,0.50601697,0.50601697
41,146,Stage 2,Stage 4,0.8414326,0.8414326
41,160,Stage 2,Stage 4,0.50601697,0.50601697
41,169,Stage 2,Stage 4,0.8414326,0.8414326
41,171,Stage 4,Stage 2,0.27414653,0.7232379
41,180,Stage 4,Stage 2,0.27414653,0.7232379
41,185,Stage 2,Stage 4,0.99297184,0.99297184
41,190,Stage 2,Stage 4,0.84061205,0.84061205
41,248,Stage 2,Stage 4,0.7085129,0.7085129
41,254,Stage 4,Stage 2,0.05498487,0.94313705
49,397,Stage 2,Stage 4,0.98605806,0.98605806
49,404,Stage 2,Stage 4,0.9070184,0.9070184
49,420,Stage 2,Stage 4,0.7085129,0.7085129
49,421,Stage 2,Stage 4,0.6358683,0.6358683
49,423,Stage 2,Stage 4,0.6358683,0.6358683
49,424,Stage 2,Stage 4,0.6358683,0.6358683
49,438,Stage 2,Stage 4,0.95886606,0.95886606
49,441,Stage 2,Stage 4,0.7085129,0.7085129
49,443,Stage 2,Stage 4,0.6044867,0.6044867
51,275,Stage 2,Stage 4,0.6044867,0.6044867
52,306,Stage 2,Stage 4,0.8643138,0.8643138
52,322,Stage 2,Stage 4,0.97890157,0.97890157
52,325,Stage 2,Stage 4,0.98605806,0.98605806
52,343,Stage 2,Stage 4,0.82593554,0.82593554
52,349,Stage 2,Stage 4,0.7085129,0.7085129
